Date,Ticker,Open,High,Low,Close,Adj Close,Volume,Daily Return,SMA,EMA
2022-09-09,GOOGL,109.06999969482422,110.98999786376953,109.0199966430664,110.6500015258789,110.6500015258789,23197700,,,110.6500015258789
2022-09-12,GOOGL,110.98999786376953,111.62000274658203,109.93000030517578,110.86000061035156,110.86000061035156,22966800,0.0018978678859171705,,110.67000143868582
2022-09-13,GOOGL,107.80000305175781,108.30000305175781,104.08999633789062,104.31999969482422,104.31999969482422,38172900,-0.0589933328479223,,110.06523936784185
2022-09-14,GOOGL,104.56999969482422,105.27999877929688,103.66000366210938,105.0,105.0,26395100,0.006518407852425634,,109.58283561852359
2022-09-15,GOOGL,104.02999877929688,105.2699966430664,102.3499984741211,102.91000366210938,102.91000366210938,34188300,-0.019904727027529767,,108.9473278131508
2022-09-16,GOOGL,102.06999969482422,103.12999725341797,100.94000244140625,102.80000305175781,102.80000305175781,42797200,-0.001068901043991155,,108.36186831206577
2022-09-19,GOOGL,101.75,103.33000183105469,101.55000305175781,103.06999969482422,103.06999969482422,23036800,0.002626426411003857,,107.85788082470943
2022-09-20,GOOGL,102.08000183105469,102.37000274658203,100.5199966430664,101.13999938964844,101.13999938964844,26517100,-0.018725141271856427,,107.21808259279886
2022-09-21,GOOGL,101.66999816894531,102.87999725341797,99.2699966430664,99.27999877929688,99.27999877929688,31487300,-0.018390356155587706,,106.46207461056059
2022-09-22,GOOGL,98.81999969482422,101.23999786376953,98.79000091552734,100.13999938964844,100.13999938964844,34298600,0.00866237531150027,,105.85997220856896
2022-09-23,GOOGL,99.62999725341797,99.66000366210938,97.47000122070312,98.73999786376953,98.73999786376953,31625400,-0.013980442724304876,,105.18187941382615
2022-09-26,GOOGL,98.0999984741211,99.87999725341797,97.80000305175781,98.16999816894531,98.16999816894531,27072700,-0.0057727335138354485,,104.51408120002797
2022-09-27,GOOGL,99.43000030517578,100.0,96.87000274658203,97.5,97.5,30072800,-0.006824877064704471,,103.84607346669196
2022-09-28,GOOGL,97.6500015258789,100.69999694824219,97.11000061035156,100.05000305175781,100.05000305175781,32466300,0.026153877453926277,,103.48454295098395
2022-09-29,GOOGL,98.63999938964844,98.63999938964844,95.95999908447266,97.41999816894531,97.41999816894531,31047200,-0.02628690457362548,,102.90696725745646
2022-09-30,GOOGL,97.05000305175781,98.9000015258789,95.55999755859375,95.6500015258789,95.6500015258789,32941500,-0.018168719732440164,,102.21582766397289
2022-10-03,GOOGL,96.76000213623047,99.29000091552734,96.5199966430664,98.63999938964844,98.63999938964844,27982000,0.03125977852661688,,101.87527259022771
2022-10-04,GOOGL,100.44000244140625,101.83999633789062,100.37999725341797,101.63999938964844,101.63999938964844,28850800,0.030413625492325735,,101.85286561874398
2022-10-05,GOOGL,99.83000183105469,101.93000030517578,98.80000305175781,101.43000030517578,101.43000030517578,22176900,-0.0020661067073367567,,101.81259273173748
2022-10-06,GOOGL,100.68000030517578,102.93000030517578,100.58999633789062,101.41999816894531,101.41999816894531,22324000,-9.861122153576041e-05,101.54150009155273,101.77520277337632
2022-10-07,GOOGL,99.8499984741211,100.52999877929688,98.30000305175781,98.68000030517578,98.68000030517578,27502800,-0.027016347004909735,100.94300003051758,101.48042158592864
2022-10-10,GOOGL,99.0,99.0999984741211,97.01000213623047,97.86000061035156,97.86000061035156,18225100,-0.00830968476173799,100.29300003051758,101.13561958825463
2022-10-11,GOOGL,97.43000030517578,99.25,96.30999755859375,97.18000030517578,97.18000030517578,26507100,-0.006948705302826763,99.93600006103516,100.75889394224711
2022-10-12,GOOGL,97.30000305175781,98.75,96.73999786376953,97.55999755859375,97.55999755859375,21876400,0.003910241327687469,99.56399993896484,100.45423714380394
2022-10-13,GOOGL,95.1500015258789,99.77999877929688,94.37999725341797,99.05999755859375,99.05999755859375,34574500,0.015375154136295643,99.37149963378906,100.32145242140297
2022-10-14,GOOGL,99.98999786376953,100.69000244140625,96.37000274658203,96.55999755859375,96.55999755859375,25410700,-0.025237230583629477,99.05949935913085,99.96321862494494
2022-10-17,GOOGL,98.86000061035156,100.93000030517578,98.83000183105469,99.97000122070312,99.97000122070312,28419200,0.035314868976049185,98.90449943542481,99.96386458644572
2022-10-18,GOOGL,103.12999725341797,103.47000122070312,99.97000122070312,100.7699966430664,100.7699966430664,24060700,0.008002354832397529,98.8859992980957,100.04063906802864
2022-10-19,GOOGL,100.01000213623047,101.0199966430664,98.91999816894531,99.62999725341797,99.62999725341797,23811100,-0.011312885061278588,98.90349922180175,100.00153032378
2022-10-20,GOOGL,100.0,102.31999969482422,99.38999938964844,99.97000122070312,99.97000122070312,25323200,0.0034126666331257827,98.89499931335449,99.99852755205839
2022-10-21,GOOGL,97.8499984741211,101.30999755859375,97.72000122070312,101.12999725341797,101.12999725341797,32458700,0.01160344121787027,99.01449928283691,100.10628657123549
2022-10-24,GOOGL,101.80000305175781,102.75,99.9800033569336,102.5199966430664,102.5199966430664,27176400,0.013744679396809234,99.23199920654297,100.33616372093367
2022-10-25,GOOGL,102.9000015258789,104.81999969482422,102.72000122070312,104.4800033569336,104.4800033569336,40611400,0.019118286949336705,99.58099937438965,100.73081511483842
2022-10-26,GOOGL,96.43000030517578,98.30999755859375,94.69000244140625,94.93000030517578,94.93000030517578,88114100,-0.0914050798709517,99.32499923706055,100.17835656153721
2022-10-27,GOOGL,94.5199966430664,95.43000030517578,91.80000305175781,92.22000122070312,92.22000122070312,60710900,-0.02854734094343936,99.06499938964843,99.42041795764825
2022-10-28,GOOGL,92.2699966430664,96.55000305175781,92.12999725341797,96.29000091552734,96.29000091552734,43697300,0.0441335896871633,99.09699935913086,99.12228300125578
2022-10-31,GOOGL,95.41999816894531,96.02999877929688,93.9800033569336,94.51000213623047,94.51000213623047,31675000,-0.018485811219987602,98.89049949645997,98.68301815696765
2022-11-01,GOOGL,95.44999694824219,96.02999877929688,90.37000274658203,90.47000122070312,90.47000122070312,47161400,-0.042746808001378755,98.33199958801269,97.9008260677996
2022-11-02,GOOGL,90.94000244140625,91.18000030517578,86.87999725341797,86.97000122070312,86.97000122070312,57038300,-0.03868685699983232,97.60899963378907,96.85979512998088
2022-11-03,GOOGL,86.31999969482422,86.5199966430664,83.33999633789062,83.43000030517578,83.43000030517578,61288000,-0.040703700883525484,96.70949974060059,95.58076705142801
2022-11-04,GOOGL,85.4000015258789,86.63999938964844,83.70999908447266,86.58000183105469,86.58000183105469,51124900,0.03775622095597053,96.10449981689453,94.72355131615436
2022-11-07,GOOGL,87.27999877929688,88.9000015258789,86.8499984741211,88.48999786376953,88.48999786376953,34078900,0.022060475771782162,95.63599967956543,94.12987955878437
2022-11-08,GOOGL,88.9000015258789,90.31999969482422,87.58999633789062,88.9000015258789,88.9000015258789,30429000,0.004633333393685657,95.22199974060058,93.63179593660288
2022-11-09,GOOGL,88.44999694824219,89.44000244140625,87.27999877929688,87.31999969482422,87.31999969482422,31769100,-0.017772798694438152,94.7099998474121,93.03067248500491
2022-11-10,GOOGL,92.25,94.38999938964844,91.61000061035156,93.94000244140625,93.94000244140625,51620100,0.075813132956005,94.45400009155273,93.11727533799552
2022-11-11,GOOGL,94.69000244140625,96.93000030517578,93.91999816894531,96.41000366210938,96.41000366210938,33090500,0.026293391063554106,94.44650039672851,93.43086851172065
2022-11-14,GOOGL,95.08999633789062,96.79000091552734,94.51000213623047,95.69999694824219,95.69999694824219,30179500,-0.007364450647212584,94.23300018310547,93.64697598186555
2022-11-15,GOOGL,98.26000213623047,100.13999938964844,96.70999908447266,98.44000244140625,98.44000244140625,41640800,0.02863119728881447,94.11650047302246,94.103454692298
2022-11-16,GOOGL,97.9000015258789,99.63999938964844,97.63999938964844,98.8499984741211,98.8499984741211,29105200,0.004164933183122166,94.07750053405762,94.55550648104307
2022-11-17,GOOGL,96.97000122070312,99.27999877929688,96.79000091552734,98.36000061035156,98.36000061035156,26052600,-0.00495698402967415,93.99700050354004,94.91783925526292
2022-11-18,GOOGL,98.7699966430664,98.9000015258789,96.37000274658203,97.43000030517578,97.43000030517578,28342300,-0.009455066077723284,93.81200065612794,95.15709268858797
2022-11-21,GOOGL,97.29000091552734,98.4000015258789,95.36000061035156,95.5999984741211,95.5999984741211,21647400,-0.01878273453066459,93.46600074768067,95.19927419197208
2022-11-22,GOOGL,95.94999694824219,97.22000122070312,94.05000305175781,97.05000305175781,97.05000305175781,23438500,0.015167412142053971,93.09450073242188,95.37553408338024
2022-11-23,GOOGL,97.08999633789062,98.76000213623047,97.08999633789062,98.45999908447266,98.45999908447266,18868100,0.014528552172871967,93.27100067138672,95.66929265491285
2022-11-25,GOOGL,98.23999786376953,98.63999938964844,97.4000015258789,97.45999908447266,97.45999908447266,9701400,-0.010156408788324911,93.53300056457519,95.83983612439474
2022-11-28,GOOGL,97.04000091552734,97.58000183105469,95.61000061035156,96.05000305175781,96.05000305175781,26237500,-0.014467433264520602,93.52100067138672,95.85985202223884
2022-11-29,GOOGL,95.7300033569336,96.12000274658203,94.11000061035156,95.19000244140625,95.19000244140625,20061700,-0.008953676033598201,93.55500068664551,95.79605682406431
